JCKBH,FAH,XWH,JKD,CDZ,KSSJ,JSSJ
4001,1,1,东,左,1900-01-01 17:47:04,1900-01-01 17:47:37
4001,1,1,东,左,1900-01-01 17:48:31,1900-01-01 17:49:04
4001,1,1,东,左,1900-01-01 17:49:58,1900-01-01 17:50:31
4001,1,1,东,左,1900-01-01 17:51:25,1900-01-01 17:51:58
4001,1,1,东,左,1900-01-01 17:52:52,1900-01-01 17:53:25
4001,1,1,东,左,1900-01-01 17:54:19,1900-01-01 17:54:52
4001,1,1,东,左,1900-01-01 17:55:46,1900-01-01 17:56:19
4001,1,1,东,左,1900-01-01 17:57:13,1900-01-01 17:57:46
4001,1,1,东,左,1900-01-01 17:58:40,1900-01-01 17:59:13
4001,1,1,东,左,1900-01-01 18:00:07,1900-01-01 18:00:40
4001,1,3,南,左,1900-01-01 16:59:46,1900-01-01 17:00:19
4001,1,3,南,左,1900-01-01 17:01:46,1900-01-01 17:02:19
4001,1,3,南,左,1900-01-01 17:03:13,1900-01-01 17:03:46
4001,1,3,南,左,1900-01-01 17:04:40,1900-01-01 17:05:13
4001,1,3,南,左,1900-01-01 17:06:07,1900-01-01 17:06:40
4001,1,3,南,左,1900-01-01 17:07:34,1900-01-01 17:08:07
4001,1,3,南,左,1900-01-01 17:09:01,1900-01-01 17:09:34
4001,1,3,南,左,1900-01-01 17:10:28,1900-01-01 17:11:01
4001,1,3,南,左,1900-01-01 17:11:55,1900-01-01 17:12:28
4001,1,3,南,左,1900-01-01 17:13:22,1900-01-01 17:13:55
4001,1,3,南,左,1900-01-01 17:14:49,1900-01-01 17:15:22
4001,1,3,南,左,1900-01-01 17:16:16,1900-01-01 17:16:49
4001,1,3,南,左,1900-01-01 17:17:43,1900-01-01 17:18:16
4001,1,3,南,左,1900-01-01 17:19:10,1900-01-01 17:19:43
4001,1,3,南,左,1900-01-01 17:20:37,1900-01-01 17:21:10
4001,1,3,南,左,1900-01-01 17:22:04,1900-01-01 17:22:37
4001,1,3,南,左,1900-01-01 17:23:31,1900-01-01 17:24:04
4001,1,3,南,左,1900-01-01 17:24:58,1900-01-01 17:25:31
4001,1,3,南,左,1900-01-01 17:26:25,1900-01-01 17:26:58
4001,1,3,南,左,1900-01-01 17:27:52,1900-01-01 17:28:25
4001,1,3,南,左,1900-01-01 17:29:19,1900-01-01 17:29:52
4001,1,3,南,左,1900-01-01 17:30:46,1900-01-01 17:31:19
4001,1,3,南,左,1900-01-01 17:32:13,1900-01-01 17:32:46
4001,1,3,南,左,1900-01-01 17:33:40,1900-01-01 17:34:13
4001,1,3,南,左,1900-01-01 17:35:07,1900-01-01 17:35:40
4001,1,3,南,左,1900-01-01 17:36:34,1900-01-01 17:37:07
4001,1,3,南,左,1900-01-01 17:38:01,1900-01-01 17:38:34
4001,1,3,南,左,1900-01-01 17:39:28,1900-01-01 17:40:01
4001,1,3,南,左,1900-01-01 17:40:55,1900-01-01 17:41:28
4001,1,3,南,左,1900-01-01 17:42:22,1900-01-01 17:42:55
4001,1,3,南,左,1900-01-01 17:43:49,1900-01-01 17:44:22
4001,1,3,南,左,1900-01-01 17:45:16,1900-01-01 17:45:49
4001,1,3,南,左,1900-01-01 17:46:43,1900-01-01 17:47:16
4001,1,3,南,左,1900-01-01 17:48:10,1900-01-01 17:48:43
4001,1,3,南,左,1900-01-01 17:49:37,1900-01-01 17:50:10
4001,1,3,南,左,1900-01-01 17:51:04,1900-01-01 17:51:37
4001,1,3,南,左,1900-01-01 17:52:31,1900-01-01 17:53:04
4001,1,3,南,左,1900-01-01 17:53:58,1900-01-01 17:54:31
4001,1,3,南,左,1900-01-01 17:55:25,1900-01-01 17:55:58
4001,1,3,南,左,1900-01-01 17:56:52,1900-01-01 17:57:25
4001,1,3,南,左,1900-01-01 17:58:19,1900-01-01 17:58:52
4001,1,3,南,左,1900-01-01 17:59:46,1900-01-01 18:00:19
4001,1,2,东,直,1900-01-01 17:01:13,1900-01-01 17:01:46
4001,1,2,东,直,1900-01-01 17:02:40,1900-01-01 17:03:13
4001,1,2,东,直,1900-01-01 17:04:07,1900-01-01 17:04:40
4001,1,2,东,直,1900-01-01 17:05:34,1900-01-01 17:06:07
4001,1,2,东,直,1900-01-01 17:07:01,1900-01-01 17:07:34
4001,1,2,东,直,1900-01-01 17:08:28,1900-01-01 17:09:01
4001,1,2,东,直,1900-01-01 17:09:55,1900-01-01 17:10:28
4001,1,2,东,直,1900-01-01 17:11:22,1900-01-01 17:11:55
4001,1,2,东,直,1900-01-01 17:12:49,1900-01-01 17:13:22
4001,1,2,东,直,1900-01-01 17:14:16,1900-01-01 17:14:49
4001,1,2,东,直,1900-01-01 17:15:43,1900-01-01 17:16:16
4001,1,2,东,直,1900-01-01 17:17:10,1900-01-01 17:17:43
4001,1,2,东,直,1900-01-01 17:18:37,1900-01-01 17:19:10
4001,1,2,东,直,1900-01-01 17:20:04,1900-01-01 17:20:37
4001,1,2,东,直,1900-01-01 17:21:31,1900-01-01 17:22:04
4001,1,2,东,直,1900-01-01 17:22:58,1900-01-01 17:23:31
4001,1,2,东,直,1900-01-01 17:24:25,1900-01-01 17:24:58
4001,1,2,东,直,1900-01-01 17:25:52,1900-01-01 17:26:25
4001,1,2,东,直,1900-01-01 17:27:19,1900-01-01 17:27:52
4001,1,2,东,直,1900-01-01 17:28:46,1900-01-01 17:29:19
4001,1,2,东,直,1900-01-01 17:30:13,1900-01-01 17:30:46
4001,1,2,东,直,1900-01-01 17:31:40,1900-01-01 17:32:13
4001,1,2,东,直,1900-01-01 17:33:07,1900-01-01 17:33:40
4001,1,2,东,直,1900-01-01 17:34:34,1900-01-01 17:35:07
4001,1,2,东,直,1900-01-01 17:36:01,1900-01-01 17:36:34
4001,1,2,东,直,1900-01-01 17:37:28,1900-01-01 17:38:01
4001,1,2,东,直,1900-01-01 17:38:55,1900-01-01 17:39:28
4001,1,2,东,直,1900-01-01 17:40:22,1900-01-01 17:40:55
4001,1,2,东,直,1900-01-01 17:41:49,1900-01-01 17:42:22
4001,1,2,东,直,1900-01-01 17:43:16,1900-01-01 17:43:49
4001,1,2,东,直,1900-01-01 17:44:43,1900-01-01 17:45:16
4001,1,2,东,直,1900-01-01 17:46:10,1900-01-01 17:46:43
4001,1,2,东,直,1900-01-01 17:47:37,1900-01-01 17:48:10
4001,1,2,东,直,1900-01-01 17:49:04,1900-01-01 17:49:37
4001,1,2,东,直,1900-01-01 17:50:31,1900-01-01 17:51:04
4001,1,2,东,直,1900-01-01 17:51:58,1900-01-01 17:52:31
4001,1,2,东,直,1900-01-01 17:53:25,1900-01-01 17:53:58
4001,1,2,东,直,1900-01-01 17:54:52,1900-01-01 17:55:25
4001,1,2,东,直,1900-01-01 17:56:19,1900-01-01 17:56:52
4001,1,2,东,直,1900-01-01 17:57:46,1900-01-01 17:58:19
4001,1,2,东,直,1900-01-01 17:59:13,1900-01-01 17:59:46
4001,1,2,东,直,1900-01-01 18:00:40,1900-01-01 18:01:13
4001,1,4,南,直,1900-01-01 17:00:19,1900-01-01 17:00:52
4001,1,4,南,直,1900-01-01 17:02:19,1900-01-01 17:02:52
4001,1,4,南,直,1900-01-01 17:03:46,1900-01-01 17:04:19
4001,1,4,南,直,1900-01-01 17:05:13,1900-01-01 17:05:46
4001,1,4,南,直,1900-01-01 17:06:40,1900-01-01 17:07:13
4001,1,4,南,直,1900-01-01 17:08:07,1900-01-01 17:08:40
4001,1,4,南,直,1900-01-01 17:09:34,1900-01-01 17:10:07
4001,1,4,南,直,1900-01-01 17:11:01,1900-01-01 17:11:34
4001,1,4,南,直,1900-01-01 17:12:28,1900-01-01 17:13:01
4001,1,4,南,直,1900-01-01 17:13:55,1900-01-01 17:14:28
4001,1,4,南,直,1900-01-01 17:15:22,1900-01-01 17:15:55
4001,1,4,南,直,1900-01-01 17:16:49,1900-01-01 17:17:22
4001,1,4,南,直,1900-01-01 17:18:16,1900-01-01 17:18:49
4001,1,4,南,直,1900-01-01 17:19:43,1900-01-01 17:20:16
4001,1,4,南,直,1900-01-01 17:21:10,1900-01-01 17:21:43
4001,1,4,南,直,1900-01-01 17:22:37,1900-01-01 17:23:10
4001,1,4,南,直,1900-01-01 17:24:04,1900-01-01 17:24:37
4001,1,4,南,直,1900-01-01 17:25:31,1900-01-01 17:26:04
4001,1,4,南,直,1900-01-01 17:26:58,1900-01-01 17:27:31
4001,1,4,南,直,1900-01-01 17:28:25,1900-01-01 17:28:58
4001,1,4,南,直,1900-01-01 17:29:52,1900-01-01 17:30:25
4001,1,4,南,直,1900-01-01 17:31:19,1900-01-01 17:31:52
4001,1,4,南,直,1900-01-01 17:32:46,1900-01-01 17:33:19
4001,1,4,南,直,1900-01-01 17:34:13,1900-01-01 17:34:46
4001,1,4,南,直,1900-01-01 17:35:40,1900-01-01 17:36:13
4001,1,4,南,直,1900-01-01 17:37:07,1900-01-01 17:37:40
4001,1,4,南,直,1900-01-01 17:38:34,1900-01-01 17:39:07
4001,1,4,南,直,1900-01-01 17:40:01,1900-01-01 17:40:34
4001,1,4,南,直,1900-01-01 17:41:28,1900-01-01 17:42:01
4001,1,4,南,直,1900-01-01 17:42:55,1900-01-01 17:43:28
4001,1,4,南,直,1900-01-01 17:44:22,1900-01-01 17:44:55
4001,1,4,南,直,1900-01-01 17:45:49,1900-01-01 17:46:22
4001,1,4,南,直,1900-01-01 17:47:16,1900-01-01 17:47:49
4001,1,4,南,直,1900-01-01 17:48:43,1900-01-01 17:49:16
4001,1,4,南,直,1900-01-01 17:50:10,1900-01-01 17:50:43
4001,1,4,南,直,1900-01-01 17:51:37,1900-01-01 17:52:10
4001,1,4,南,直,1900-01-01 17:53:04,1900-01-01 17:53:37
4001,1,4,南,直,1900-01-01 17:54:31,1900-01-01 17:55:04
4001,1,4,南,直,1900-01-01 17:55:58,1900-01-01 17:56:31
4001,1,4,南,直,1900-01-01 17:57:25,1900-01-01 17:57:58
4001,1,4,南,直,1900-01-01 17:58:52,1900-01-01 17:59:25
4001,1,4,南,直,1900-01-01 18:00:19,1900-01-01 18:00:52
4002,1,2,南,直,1900-01-01 17:00:53,1900-01-01 17:01:26
4002,1,2,南,直,1900-01-01 17:02:20,1900-01-01 17:02:53
4002,1,2,南,直,1900-01-01 17:03:47,1900-01-01 17:04:20
4002,1,2,南,直,1900-01-01 17:05:14,1900-01-01 17:05:47
4002,1,2,南,直,1900-01-01 17:06:41,1900-01-01 17:07:14
4002,1,2,南,直,1900-01-01 17:08:08,1900-01-01 17:08:41
4002,1,2,南,直,1900-01-01 17:09:35,1900-01-01 17:10:08
4002,1,2,南,直,1900-01-01 17:11:02,1900-01-01 17:11:35
4002,1,2,南,直,1900-01-01 17:12:29,1900-01-01 17:13:02
4002,1,2,南,直,1900-01-01 17:13:56,1900-01-01 17:14:29
4002,1,2,南,直,1900-01-01 17:15:23,1900-01-01 17:15:56
4002,1,2,南,直,1900-01-01 17:16:50,1900-01-01 17:17:23
4002,1,2,南,直,1900-01-01 17:18:17,1900-01-01 17:18:50
4002,1,2,南,直,1900-01-01 17:19:44,1900-01-01 17:20:17
4002,1,2,南,直,1900-01-01 17:21:11,1900-01-01 17:21:44
4002,1,2,南,直,1900-01-01 17:22:38,1900-01-01 17:23:11
4002,1,2,南,直,1900-01-01 17:24:05,1900-01-01 17:24:38
4002,1,2,南,直,1900-01-01 17:25:32,1900-01-01 17:26:05
4002,1,2,南,直,1900-01-01 17:26:59,1900-01-01 17:27:32
4002,1,2,南,直,1900-01-01 17:28:26,1900-01-01 17:28:59
4002,1,2,南,直,1900-01-01 17:29:53,1900-01-01 17:30:26
4002,1,2,南,直,1900-01-01 17:31:20,1900-01-01 17:31:53
4002,1,2,南,直,1900-01-01 17:32:47,1900-01-01 17:33:20
4002,1,2,南,直,1900-01-01 17:34:14,1900-01-01 17:34:47
4002,1,2,南,直,1900-01-01 17:35:41,1900-01-01 17:36:14
4002,1,2,南,直,1900-01-01 17:37:08,1900-01-01 17:37:41
4002,1,2,南,直,1900-01-01 17:38:35,1900-01-01 17:39:08
4002,1,2,南,直,1900-01-01 17:40:02,1900-01-01 17:40:35
4002,1,2,南,直,1900-01-01 17:41:29,1900-01-01 17:42:02
4002,1,2,南,直,1900-01-01 17:42:56,1900-01-01 17:43:29
4002,1,2,南,直,1900-01-01 17:44:23,1900-01-01 17:44:56
4002,1,2,南,直,1900-01-01 17:45:50,1900-01-01 17:46:23
4002,1,2,南,直,1900-01-01 17:47:17,1900-01-01 17:47:50
4002,1,2,南,直,1900-01-01 17:48:44,1900-01-01 17:49:17
4002,1,2,南,直,1900-01-01 17:50:11,1900-01-01 17:50:44
4002,1,2,南,直,1900-01-01 17:51:38,1900-01-01 17:52:11
4002,1,2,南,直,1900-01-01 17:53:05,1900-01-01 17:53:38
4002,1,2,南,直,1900-01-01 17:54:32,1900-01-01 17:55:05
4002,1,2,南,直,1900-01-01 17:55:59,1900-01-01 17:56:32
4002,1,2,南,直,1900-01-01 17:57:26,1900-01-01 17:57:59
4002,1,2,南,直,1900-01-01 17:58:53,1900-01-01 17:59:26
4002,1,2,南,直,1900-01-01 18:00:20,1900-01-01 18:00:53
4002,1,1,南,左,1900-01-01 17:00:20,1900-01-01 17:00:53
4002,1,1,南,左,1900-01-01 17:01:47,1900-01-01 17:02:20
4002,1,1,南,左,1900-01-01 17:03:14,1900-01-01 17:03:47
4002,1,1,南,左,1900-01-01 17:04:41,1900-01-01 17:05:14
4002,1,1,南,左,1900-01-01 17:06:08,1900-01-01 17:06:41
4002,1,1,南,左,1900-01-01 17:07:35,1900-01-01 17:08:08
4002,1,1,南,左,1900-01-01 17:09:02,1900-01-01 17:09:35
4002,1,1,南,左,1900-01-01 17:10:29,1900-01-01 17:11:02
4002,1,1,南,左,1900-01-01 17:11:56,1900-01-01 17:12:29
4002,1,1,南,左,1900-01-01 17:13:23,1900-01-01 17:13:56
4002,1,1,南,左,1900-01-01 17:14:50,1900-01-01 17:15:23
4002,1,1,南,左,1900-01-01 17:16:17,1900-01-01 17:16:50
4002,1,1,南,左,1900-01-01 17:17:44,1900-01-01 17:18:17
4002,1,1,南,左,1900-01-01 17:19:11,1900-01-01 17:19:44
4002,1,1,南,左,1900-01-01 17:20:38,1900-01-01 17:21:11
4002,1,1,南,左,1900-01-01 17:22:05,1900-01-01 17:22:38
4002,1,1,南,左,1900-01-01 17:23:32,1900-01-01 17:24:05
4002,1,1,南,左,1900-01-01 17:24:59,1900-01-01 17:25:32
4002,1,1,南,左,1900-01-01 17:26:26,1900-01-01 17:26:59
4002,1,1,南,左,1900-01-01 17:27:53,1900-01-01 17:28:26
4002,1,1,南,左,1900-01-01 17:29:20,1900-01-01 17:29:53
4002,1,1,南,左,1900-01-01 17:30:47,1900-01-01 17:31:20
4002,1,1,南,左,1900-01-01 17:32:14,1900-01-01 17:32:47
4002,1,1,南,左,1900-01-01 17:33:41,1900-01-01 17:34:14
4002,1,1,南,左,1900-01-01 17:35:08,1900-01-01 17:35:41
4002,1,1,南,左,1900-01-01 17:36:35,1900-01-01 17:37:08
4002,1,1,南,左,1900-01-01 17:38:02,1900-01-01 17:38:35
4002,1,1,南,左,1900-01-01 17:39:29,1900-01-01 17:40:02
4002,1,1,南,左,1900-01-01 17:40:56,1900-01-01 17:41:29
4002,1,1,南,左,1900-01-01 17:42:23,1900-01-01 17:42:56
4002,1,1,南,左,1900-01-01 17:43:50,1900-01-01 17:44:23
4002,1,1,南,左,1900-01-01 17:45:17,1900-01-01 17:45:50
4002,1,1,南,左,1900-01-01 17:46:44,1900-01-01 17:47:17
4002,1,1,南,左,1900-01-01 17:48:11,1900-01-01 17:48:44
4002,1,1,南,左,1900-01-01 17:49:38,1900-01-01 17:50:11
4002,1,1,南,左,1900-01-01 17:51:05,1900-01-01 17:51:38
4002,1,1,南,左,1900-01-01 17:52:32,1900-01-01 17:53:05
4002,1,1,南,左,1900-01-01 17:53:59,1900-01-01 17:54:32
4002,1,1,南,左,1900-01-01 17:55:26,1900-01-01 17:55:59
4002,1,1,南,左,1900-01-01 17:56:53,1900-01-01 17:57:26
4002,1,1,南,左,1900-01-01 17:58:20,1900-01-01 17:58:53
4002,1,1,南,左,1900-01-01 17:59:47,1900-01-01 18:00:20
4002,1,3,西,直,1900-01-01 17:01:26,1900-01-01 17:01:59
4002,1,3,西,直,1900-01-01 17:02:53,1900-01-01 17:03:26
4002,1,3,西,直,1900-01-01 17:04:20,1900-01-01 17:04:53
4002,1,3,西,直,1900-01-01 17:05:47,1900-01-01 17:06:20
4002,1,3,西,直,1900-01-01 17:07:14,1900-01-01 17:07:47
4002,1,3,西,直,1900-01-01 17:08:41,1900-01-01 17:09:14
4002,1,3,西,直,1900-01-01 17:10:08,1900-01-01 17:10:41
4002,1,3,西,直,1900-01-01 17:11:35,1900-01-01 17:12:08
4002,1,3,西,直,1900-01-01 17:13:02,1900-01-01 17:13:35
4002,1,3,西,直,1900-01-01 17:14:29,1900-01-01 17:15:02
4002,1,3,西,直,1900-01-01 17:15:56,1900-01-01 17:16:29
4002,1,3,西,直,1900-01-01 17:17:23,1900-01-01 17:17:56
4002,1,3,西,直,1900-01-01 17:18:50,1900-01-01 17:19:23
4002,1,3,西,直,1900-01-01 17:20:17,1900-01-01 17:20:50
4002,1,3,西,直,1900-01-01 17:21:44,1900-01-01 17:22:17
4002,1,3,西,直,1900-01-01 17:23:11,1900-01-01 17:23:44
4002,1,3,西,直,1900-01-01 17:24:38,1900-01-01 17:25:11
4002,1,3,西,直,1900-01-01 17:26:05,1900-01-01 17:26:38
4002,1,3,西,直,1900-01-01 17:27:32,1900-01-01 17:28:05
4002,1,3,西,直,1900-01-01 17:28:59,1900-01-01 17:29:32
4002,1,3,西,直,1900-01-01 17:30:26,1900-01-01 17:30:59
4002,1,3,西,直,1900-01-01 17:31:53,1900-01-01 17:32:26
4002,1,3,西,直,1900-01-01 17:33:20,1900-01-01 17:33:53
4002,1,3,西,直,1900-01-01 17:34:47,1900-01-01 17:35:20
4002,1,3,西,直,1900-01-01 17:36:14,1900-01-01 17:36:47
4002,1,3,西,直,1900-01-01 17:37:41,1900-01-01 17:38:14
4002,1,3,西,直,1900-01-01 17:39:08,1900-01-01 17:39:41
4002,1,3,西,直,1900-01-01 17:40:35,1900-01-01 17:41:08
4002,1,3,西,直,1900-01-01 17:42:02,1900-01-01 17:42:35
4002,1,3,西,直,1900-01-01 17:43:29,1900-01-01 17:44:02
4002,1,3,西,直,1900-01-01 17:44:56,1900-01-01 17:45:29
4002,1,3,西,直,1900-01-01 17:46:23,1900-01-01 17:46:56
4002,1,3,西,直,1900-01-01 17:47:50,1900-01-01 17:48:23
4002,1,3,西,直,1900-01-01 17:49:17,1900-01-01 17:49:50
4002,1,3,西,直,1900-01-01 17:50:44,1900-01-01 17:51:17
4002,1,3,西,直,1900-01-01 17:52:11,1900-01-01 17:52:44
4002,1,3,西,直,1900-01-01 17:53:38,1900-01-01 17:54:11
4002,1,3,西,直,1900-01-01 17:55:05,1900-01-01 17:55:38
4002,1,3,西,直,1900-01-01 17:56:32,1900-01-01 17:57:05
4002,1,3,西,直,1900-01-01 17:57:59,1900-01-01 17:58:32
4002,1,3,西,直,1900-01-01 17:59:26,1900-01-01 17:59:59
4002,1,3,西,直,1900-01-01 18:00:53,1900-01-01 18:01:26
4002,1,3,东,直,1900-01-01 17:01:26,1900-01-01 17:01:59
4002,1,3,东,直,1900-01-01 17:02:53,1900-01-01 17:03:26
4002,1,3,东,直,1900-01-01 17:04:20,1900-01-01 17:04:53
4002,1,3,东,直,1900-01-01 17:05:47,1900-01-01 17:06:20
4002,1,3,东,直,1900-01-01 17:07:14,1900-01-01 17:07:47
4002,1,3,东,直,1900-01-01 17:08:41,1900-01-01 17:09:14
4002,1,3,东,直,1900-01-01 17:10:08,1900-01-01 17:10:41
4002,1,3,东,直,1900-01-01 17:11:35,1900-01-01 17:12:08
4002,1,3,东,直,1900-01-01 17:13:02,1900-01-01 17:13:35
4002,1,3,东,直,1900-01-01 17:14:29,1900-01-01 17:15:02
4002,1,3,东,直,1900-01-01 17:15:56,1900-01-01 17:16:29
4002,1,3,东,直,1900-01-01 17:17:23,1900-01-01 17:17:56
4002,1,3,东,直,1900-01-01 17:18:50,1900-01-01 17:19:23
4002,1,3,东,直,1900-01-01 17:20:17,1900-01-01 17:20:50
4002,1,3,东,直,1900-01-01 17:21:44,1900-01-01 17:22:17
4002,1,3,东,直,1900-01-01 17:23:11,1900-01-01 17:23:44
4002,1,3,东,直,1900-01-01 17:24:38,1900-01-01 17:25:11
4002,1,3,东,直,1900-01-01 17:26:05,1900-01-01 17:26:38
4002,1,3,东,直,1900-01-01 17:27:32,1900-01-01 17:28:05
4002,1,3,东,直,1900-01-01 17:28:59,1900-01-01 17:29:32
4002,1,3,东,直,1900-01-01 17:30:26,1900-01-01 17:30:59
4002,1,3,东,直,1900-01-01 17:31:53,1900-01-01 17:32:26
4002,1,3,东,直,1900-01-01 17:33:20,1900-01-01 17:33:53
4002,1,3,东,直,1900-01-01 17:34:47,1900-01-01 17:35:20
4002,1,3,东,直,1900-01-01 17:36:14,1900-01-01 17:36:47
4002,1,3,东,直,1900-01-01 17:37:41,1900-01-01 17:38:14
4002,1,3,东,直,1900-01-01 17:39:08,1900-01-01 17:39:41
4002,1,3,东,直,1900-01-01 17:40:35,1900-01-01 17:41:08
4002,1,3,东,直,1900-01-01 17:42:02,1900-01-01 17:42:35
4002,1,3,东,直,1900-01-01 17:43:29,1900-01-01 17:44:02
4002,1,3,东,直,1900-01-01 17:44:56,1900-01-01 17:45:29
4002,1,3,东,直,1900-01-01 17:46:23,1900-01-01 17:46:56
4002,1,3,东,直,1900-01-01 17:47:50,1900-01-01 17:48:23
4002,1,3,东,直,1900-01-01 17:49:17,1900-01-01 17:49:50
4002,1,3,东,直,1900-01-01 17:50:44,1900-01-01 17:51:17
4002,1,3,东,直,1900-01-01 17:52:11,1900-01-01 17:52:44
4002,1,3,东,直,1900-01-01 17:53:38,1900-01-01 17:54:11
4002,1,3,东,直,1900-01-01 17:55:05,1900-01-01 17:55:38
4002,1,3,东,直,1900-01-01 17:56:32,1900-01-01 17:57:05
4002,1,3,东,直,1900-01-01 17:57:59,1900-01-01 17:58:32
4002,1,3,东,直,1900-01-01 17:59:26,1900-01-01 17:59:59
4002,1,3,东,直,1900-01-01 18:00:53,1900-01-01 18:01:26
4002,1,3,西,左,1900-01-01 17:01:26,1900-01-01 17:01:59
4002,1,3,西,左,1900-01-01 17:02:53,1900-01-01 17:03:26
4002,1,3,西,左,1900-01-01 17:04:20,1900-01-01 17:04:53
4002,1,3,西,左,1900-01-01 17:05:47,1900-01-01 17:06:20
4002,1,3,西,左,1900-01-01 17:07:14,1900-01-01 17:07:47
4002,1,3,西,左,1900-01-01 17:08:41,1900-01-01 17:09:14
4002,1,3,西,左,1900-01-01 17:10:08,1900-01-01 17:10:41
4002,1,3,西,左,1900-01-01 17:11:35,1900-01-01 17:12:08
4002,1,3,西,左,1900-01-01 17:13:02,1900-01-01 17:13:35
4002,1,3,西,左,1900-01-01 17:14:29,1900-01-01 17:15:02
4002,1,3,西,左,1900-01-01 17:15:56,1900-01-01 17:16:29
4002,1,3,西,左,1900-01-01 17:17:23,1900-01-01 17:17:56
4002,1,3,西,左,1900-01-01 17:18:50,1900-01-01 17:19:23
4002,1,3,西,左,1900-01-01 17:20:17,1900-01-01 17:20:50
4002,1,3,西,左,1900-01-01 17:21:44,1900-01-01 17:22:17
4002,1,3,西,左,1900-01-01 17:23:11,1900-01-01 17:23:44
4002,1,3,西,左,1900-01-01 17:24:38,1900-01-01 17:25:11
4002,1,3,西,左,1900-01-01 17:26:05,1900-01-01 17:26:38
4002,1,3,西,左,1900-01-01 17:27:32,1900-01-01 17:28:05
4002,1,3,西,左,1900-01-01 17:28:59,1900-01-01 17:29:32
4002,1,3,西,左,1900-01-01 17:30:26,1900-01-01 17:30:59
4002,1,3,西,左,1900-01-01 17:31:53,1900-01-01 17:32:26
4002,1,3,西,左,1900-01-01 17:33:20,1900-01-01 17:33:53
4002,1,3,西,左,1900-01-01 17:34:47,1900-01-01 17:35:20
4002,1,3,西,左,1900-01-01 17:36:14,1900-01-01 17:36:47
4002,1,3,西,左,1900-01-01 17:37:41,1900-01-01 17:38:14
4002,1,3,西,左,1900-01-01 17:39:08,1900-01-01 17:39:41
4002,1,3,西,左,1900-01-01 17:40:35,1900-01-01 17:41:08
4002,1,3,西,左,1900-01-01 17:42:02,1900-01-01 17:42:35
4002,1,3,西,左,1900-01-01 17:43:29,1900-01-01 17:44:02
4002,1,3,西,左,1900-01-01 17:44:56,1900-01-01 17:45:29
4002,1,3,西,左,1900-01-01 17:46:23,1900-01-01 17:46:56
4002,1,3,西,左,1900-01-01 17:47:50,1900-01-01 17:48:23
4002,1,3,西,左,1900-01-01 17:49:17,1900-01-01 17:49:50
4002,1,3,西,左,1900-01-01 17:50:44,1900-01-01 17:51:17
4002,1,3,西,左,1900-01-01 17:52:11,1900-01-01 17:52:44
4002,1,3,西,左,1900-01-01 17:53:38,1900-01-01 17:54:11
4002,1,3,西,左,1900-01-01 17:55:05,1900-01-01 17:55:38
4002,1,3,西,左,1900-01-01 17:56:32,1900-01-01 17:57:05
4002,1,3,西,左,1900-01-01 17:57:59,1900-01-01 17:58:32
4002,1,3,西,左,1900-01-01 17:59:26,1900-01-01 17:59:59
4002,1,3,西,左,1900-01-01 18:00:53,1900-01-01 18:01:26
4002,1,3,东,左,1900-01-01 17:01:26,1900-01-01 17:01:59
4002,1,3,东,左,1900-01-01 17:02:53,1900-01-01 17:03:26
4002,1,3,东,左,1900-01-01 17:04:20,1900-01-01 17:04:53
4002,1,3,东,左,1900-01-01 17:05:47,1900-01-01 17:06:20
4002,1,3,东,左,1900-01-01 17:07:14,1900-01-01 17:07:47
4002,1,3,东,左,1900-01-01 17:08:41,1900-01-01 17:09:14
4002,1,3,东,左,1900-01-01 17:10:08,1900-01-01 17:10:41
4002,1,3,东,左,1900-01-01 17:11:35,1900-01-01 17:12:08
4002,1,3,东,左,1900-01-01 17:13:02,1900-01-01 17:13:35
4002,1,3,东,左,1900-01-01 17:14:29,1900-01-01 17:15:02
4002,1,3,东,左,1900-01-01 17:15:56,1900-01-01 17:16:29
4002,1,3,东,左,1900-01-01 17:17:23,1900-01-01 17:17:56
4002,1,3,东,左,1900-01-01 17:18:50,1900-01-01 17:19:23
4002,1,3,东,左,1900-01-01 17:20:17,1900-01-01 17:20:50
4002,1,3,东,左,1900-01-01 17:21:44,1900-01-01 17:22:17
4002,1,3,东,左,1900-01-01 17:23:11,1900-01-01 17:23:44
4002,1,3,东,左,1900-01-01 17:24:38,1900-01-01 17:25:11
4002,1,3,东,左,1900-01-01 17:26:05,1900-01-01 17:26:38
4002,1,3,东,左,1900-01-01 17:27:32,1900-01-01 17:28:05
4002,1,3,东,左,1900-01-01 17:28:59,1900-01-01 17:29:32
4002,1,3,东,左,1900-01-01 17:30:26,1900-01-01 17:30:59
4002,1,3,东,左,1900-01-01 17:31:53,1900-01-01 17:32:26
4002,1,3,东,左,1900-01-01 17:33:20,1900-01-01 17:33:53
4002,1,3,东,左,1900-01-01 17:34:47,1900-01-01 17:35:20
4002,1,3,东,左,1900-01-01 17:36:14,1900-01-01 17:36:47
4002,1,3,东,左,1900-01-01 17:37:41,1900-01-01 17:38:14
4002,1,3,东,左,1900-01-01 17:39:08,1900-01-01 17:39:41
4002,1,3,东,左,1900-01-01 17:40:35,1900-01-01 17:41:08
4002,1,3,东,左,1900-01-01 17:42:02,1900-01-01 17:42:35
4002,1,3,东,左,1900-01-01 17:43:29,1900-01-01 17:44:02
4002,1,3,东,左,1900-01-01 17:44:56,1900-01-01 17:45:29
